Município,Total,Única,Proporção casais sem filhos,Nível,Código,Índice de envelhecimento,Renda média 60+
Piraí do Norte (BA),823.0,635.0,0.7715674362089915,MU,2924678,36.38,2374.6
Piraí do Norte (BA),823.0,635.0,0.7715674362089915,MU,2924678,32.0,2374.6
Piraí do Norte (BA),823.0,635.0,0.7715674362089915,MU,2924678,105.16,2374.6
Piripá (BA),1086.0,947.0,0.8720073664825047,MU,2924702,87.45,1835.44
Piripá (BA),1086.0,947.0,0.8720073664825047,MU,2924702,39.0,1835.44
Piripá (BA),1086.0,947.0,0.8720073664825047,MU,2924702,95.81,1835.44
Piritiba (BA),2287.0,1907.0,0.8338434630520333,MU,2924801,66.74,1125.83
Piritiba (BA),2287.0,1907.0,0.8338434630520333,MU,2924801,36.0,1125.83
Piritiba (BA),2287.0,1907.0,0.8338434630520333,MU,2924801,96.93,1125.83
Planaltino (BA),1002.0,808.0,0.8063872255489022,MU,2924900,74.27,1125.49
Planaltino (BA),1002.0,808.0,0.8063872255489022,MU,2924900,37.0,1125.49
Planaltino (BA),1002.0,808.0,0.8063872255489022,MU,2924900,105.8,1125.49
Planalto (BA),2666.0,2165.0,0.8120780195048762,MU,2925006,60.97,1453.94
Planalto (BA),2666.0,2165.0,0.8120780195048762,MU,2925006,35.0,1453.94
Planalto (BA),2666.0,2165.0,0.8120780195048762,MU,2925006,93.98,1453.94
Poções (BA),5550.0,4587.0,0.8264864864864865,MU,2925105,62.83,980.3000000000001
Poções (BA),5550.0,4587.0,0.8264864864864865,MU,2925105,34.0,980.3000000000001
Poções (BA),5550.0,4587.0,0.8264864864864865,MU,2925105,95.15,980.3000000000001
Pojuca (BA),3606.0,3153.0,0.8743760399334443,MU,2925204,45.8,2228.16
Pojuca (BA),3606.0,3153.0,0.8743760399334443,MU,2925204,35.0,2228.16
Pojuca (BA),3606.0,3153.0,0.8743760399334443,MU,2925204,88.0,2228.16
Ponto Novo (BA),2018.0,1665.0,0.8250743310208127,MU,2925253,48.38,1647.1699999999998
Ponto Novo (BA),2018.0,1665.0,0.8250743310208127,MU,2925253,32.0,1647.1699999999998
Ponto Novo (BA),2018.0,1665.0,0.8250743310208127,MU,2925253,97.69,1647.1699999999998
Porto Seguro (BA),18528.0,15809.0,0.8532491364421416,MU,2925303,24.85,2893.52
Porto Seguro (BA),18528.0,15809.0,0.8532491364421416,MU,2925303,30.0,2893.52
Porto Seguro (BA),18528.0,15809.0,0.8532491364421416,MU,2925303,96.57,2893.52
Potiraguá (BA),1070.0,819.0,0.7654205607476635,MU,2925402,47.02,1956.5149999999999
Potiraguá (BA),1070.0,819.0,0.7654205607476635,MU,2925402,33.0,1956.5149999999999
Potiraguá (BA),1070.0,819.0,0.7654205607476635,MU,2925402,101.81,1956.5149999999999
Prado (BA),4227.0,3276.0,0.7750177430801988,MU,2925501,36.84,2316.94
Prado (BA),4227.0,3276.0,0.7750177430801988,MU,2925501,31.0,2316.94
Prado (BA),4227.0,3276.0,0.7750177430801988,MU,2925501,102.33,2316.94
Presidente Dutra (BA),1889.0,1550.0,0.8205399682371625,MU,2925600,63.6,2177.9
Presidente Dutra (BA),1889.0,1550.0,0.8205399682371625,MU,2925600,37.0,2177.9
Presidente Dutra (BA),1889.0,1550.0,0.8205399682371625,MU,2925600,100.56,2177.9
Presidente Jânio Quadros (BA),1520.0,1225.0,0.805921052631579,MU,2925709,85.45,813.27
Presidente Jânio Quadros (BA),1520.0,1225.0,0.805921052631579,MU,2925709,38.0,813.27
Presidente Jânio Quadros (BA),1520.0,1225.0,0.805921052631579,MU,2925709,103.56,813.27
Presidente Tancredo Neves (BA),3093.0,2515.0,0.8131264144843194,MU,2925758,35.74,1675.48
Presidente Tancredo Neves (BA),3093.0,2515.0,0.8131264144843194,MU,2925758,31.0,1675.48
Presidente Tancredo Neves (BA),3093.0,2515.0,0.8131264144843194,MU,2925758,101.76,1675.48
Queimadas (BA),3148.0,2496.0,0.7928843710292249,MU,2925808,60.05,1264.205
Queimadas (BA),3148.0,2496.0,0.7928843710292249,MU,2925808,35.0,1264.205
Queimadas (BA),3148.0,2496.0,0.7928843710292249,MU,2925808,97.55,1264.205
Quijingue (BA),2789.0,2307.0,0.8271782000717103,MU,2925907,68.42,1786.0049999999999
Quijingue (BA),2789.0,2307.0,0.8271782000717103,MU,2925907,35.0,1786.0049999999999
Quijingue (BA),2789.0,2307.0,0.8271782000717103,MU,2925907,104.37,1786.0049999999999
Quixabeira (BA),1275.0,1103.0,0.8650980392156863,MU,2925931,75.72,871.635
Quixabeira (BA),1275.0,1103.0,0.8650980392156863,MU,2925931,36.0,871.635
Quixabeira (BA),1275.0,1103.0,0.8650980392156863,MU,2925931,101.73,871.635
Rafael Jambeiro (BA),2053.0,1694.0,0.8251339503166099,MU,2925956,70.36,926.305
Rafael Jambeiro (BA),2053.0,1694.0,0.8251339503166099,MU,2925956,35.0,926.305
Rafael Jambeiro (BA),2053.0,1694.0,0.8251339503166099,MU,2925956,92.93,926.305
Remanso (BA),4477.0,3477.0,0.7766361402725039,MU,2926004,51.81,1429.1
Remanso (BA),4477.0,3477.0,0.7766361402725039,MU,2926004,34.0,1429.1
Remanso (BA),4477.0,3477.0,0.7766361402725039,MU,2926004,99.47,1429.1
Retirolândia (BA),1657.0,1412.0,0.852142426071213,MU,2926103,56.04,1064.63
Retirolândia (BA),1657.0,1412.0,0.852142426071213,MU,2926103,35.0,1064.63
Retirolândia (BA),1657.0,1412.0,0.852142426071213,MU,2926103,95.99,1064.63
Riachão das Neves (BA),2217.0,1847.0,0.833107803337844,MU,2926202,47.12,1216.835
Riachão das Neves (BA),2217.0,1847.0,0.833107803337844,MU,2926202,33.0,1216.835
Riachão das Neves (BA),2217.0,1847.0,0.833107803337844,MU,2926202,108.84,1216.835
Riachão do Jacuípe (BA),4255.0,3461.0,0.8133960047003526,MU,2926301,73.69,1488.9299999999998
Riachão do Jacuípe (BA),4255.0,3461.0,0.8133960047003526,MU,2926301,37.0,1488.9299999999998
Riachão do Jacuípe (BA),4255.0,3461.0,0.8133960047003526,MU,2926301,94.04,1488.9299999999998
Riacho de Santana (BA),3192.0,2441.0,0.7647243107769424,MU,2926400,61.99,1075.86
Riacho de Santana (BA),3192.0,2441.0,0.7647243107769424,MU,2926400,35.0,1075.86
Riacho de Santana (BA),3192.0,2441.0,0.7647243107769424,MU,2926400,101.07,1075.86
Ribeira do Amparo (BA),1334.0,1056.0,0.7916041979010495,MU,2926509,54.52,712.155
Ribeira do Amparo (BA),1334.0,1056.0,0.7916041979010495,MU,2926509,33.0,712.155
Ribeira do Amparo (BA),1334.0,1056.0,0.7916041979010495,MU,2926509,103.07,712.155
Ribeira do Pombal (BA),6482.0,5425.0,0.8369330453563715,MU,2926608,55.79,1737.26
Ribeira do Pombal (BA),6482.0,5425.0,0.8369330453563715,MU,2926608,34.0,1737.26
Ribeira do Pombal (BA),6482.0,5425.0,0.8369330453563715,MU,2926608,95.41,1737.26
Ribeirão do Largo (BA),966.0,761.0,0.7877846790890269,MU,2926657,55.12,1142.275
Ribeirão do Largo (BA),966.0,761.0,0.7877846790890269,MU,2926657,35.0,1142.275
Ribeirão do Largo (BA),966.0,761.0,0.7877846790890269,MU,2926657,111.1,1142.275
Rio de Contas (BA),1533.0,1288.0,0.8401826484018264,MU,2926707,96.86,1667.77
Rio de Contas (BA),1533.0,1288.0,0.8401826484018264,MU,2926707,39.0,1667.77
Rio de Contas (BA),1533.0,1288.0,0.8401826484018264,MU,2926707,96.28,1667.77
Rio do Antônio (BA),1615.0,1353.0,0.8377708978328173,MU,2926806,86.31,1644.6799999999998
Rio do Antônio (BA),1615.0,1353.0,0.8377708978328173,MU,2926806,38.0,1644.6799999999998
Rio do Antônio (BA),1615.0,1353.0,0.8377708978328173,MU,2926806,100.61,1644.6799999999998
Rio do Pires (BA),1242.0,954.0,0.7681159420289855,MU,2926905,92.47,1088.79
Rio do Pires (BA),1242.0,954.0,0.7681159420289855,MU,2926905,38.0,1088.79
Rio do Pires (BA),1242.0,954.0,0.7681159420289855,MU,2926905,96.57,1088.79
Rio Real (BA),4008.0,3351.0,0.8360778443113772,MU,2927002,46.1,1651.885
Rio Real (BA),4008.0,3351.0,0.8360778443113772,MU,2927002,33.0,1651.885
Rio Real (BA),4008.0,3351.0,0.8360778443113772,MU,2927002,98.38,1651.885
Rodelas (BA),840.0,603.0,0.7178571428571429,MU,2927101,27.34,1396.395
Rodelas (BA),840.0,603.0,0.7178571428571429,MU,2927101,28.0,1396.395
Rodelas (BA),840.0,603.0,0.7178571428571429,MU,2927101,97.17,1396.395
Ruy Barbosa (BA),3269.0,2674.0,0.8179871520342612,MU,2927200,59.67,1775.085
Ruy Barbosa (BA),3269.0,2674.0,0.8179871520342612,MU,2927200,34.0,1775.085
Ruy Barbosa (BA),3269.0,2674.0,0.8179871520342612,MU,2927200,91.57,1775.085
Salinas da Margarida (BA),1819.0,1541.0,0.8471687740516768,MU,2927309,50.11,1707.96
Salinas da Margarida (BA),1819.0,1541.0,0.8471687740516768,MU,2927309,35.0,1707.96
Salinas da Margarida (BA),1819.0,1541.0,0.8471687740516768,MU,2927309,91.7,1707.96
Salvador (BA),330799.0,286608.0,0.8664113253063038,MU,2927408,66.4,4454.445
Salvador (BA),330799.0,286608.0,0.8664113253063038,MU,2927408,38.0,4454.445
Salvador (BA),330799.0,286608.0,0.8664113253063038,MU,2927408,83.81,4454.445
Santa Bárbara (BA),2133.0,1709.0,0.8012189404594467,MU,2927507,55.51,1820.025
Santa Bárbara (BA),2133.0,1709.0,0.8012189404594467,MU,2927507,34.0,1820.025
Santa Bárbara (BA),2133.0,1709.0,0.8012189404594467,MU,2927507,96.9,1820.025
Santa Brígida (BA),1694.0,1411.0,0.832939787485242,MU,2927606,48.57,998.6700000000001
Santa Brígida (BA),1694.0,1411.0,0.832939787485242,MU,2927606,33.0,998.6700000000001
Santa Brígida (BA),1694.0,1411.0,0.832939787485242,MU,2927606,101.25,998.6700000000001
Santa Cruz Cabrália (BA),3098.0,2653.0,0.856358941252421,MU,2927705,36.07,1501.13
Santa Cruz Cabrália (BA),3098.0,2653.0,0.856358941252421,MU,2927705,32.0,1501.13
Santa Cruz Cabrália (BA),3098.0,2653.0,0.856358941252421,MU,2927705,98.35,1501.13
Santa Cruz da Vitória (BA),623.0,498.0,0.7993579454253612,MU,2927804,65.24,1227.7849999999999
Santa Cruz da Vitória (BA),623.0,498.0,0.7993579454253612,MU,2927804,36.0,1227.7849999999999
Santa Cruz da Vitória (BA),623.0,498.0,0.7993579454253612,MU,2927804,99.7,1227.7849999999999
Santa Inês (BA),1172.0,830.0,0.7081911262798635,MU,2927903,68.07,1742.17
Santa Inês (BA),1172.0,830.0,0.7081911262798635,MU,2927903,36.0,1742.17
Santa Inês (BA),1172.0,830.0,0.7081911262798635,MU,2927903,97.92,1742.17
Santaluz (BA),4213.0,3409.0,0.809162117256112,MU,2928000,52.05,1181.98
Santaluz (BA),4213.0,3409.0,0.809162117256112,MU,2928000,33.0,1181.98
Santaluz (BA),4213.0,3409.0,0.809162117256112,MU,2928000,97.54,1181.98
Santa Luzia (BA),1553.0,1184.0,0.7623953638119768,MU,2928059,41.77,1458.915
Santa Luzia (BA),1553.0,1184.0,0.7623953638119768,MU,2928059,33.0,1458.915
Santa Luzia (BA),1553.0,1184.0,0.7623953638119768,MU,2928059,110.67,1458.915
Santa Maria da Vitória (BA),4357.0,3733.0,0.8567821895799862,MU,2928109,53.9,2119.255
Santa Maria da Vitória (BA),4357.0,3733.0,0.8567821895799862,MU,2928109,34.0,2119.255
Santa Maria da Vitória (BA),4357.0,3733.0,0.8567821895799862,MU,2928109,99.72,2119.255
Santana (BA),2629.0,2316.0,0.8809433244579689,MU,2928208,68.32,1227.755
Santana (BA),2629.0,2316.0,0.8809433244579689,MU,2928208,36.0,1227.755
Santana (BA),2629.0,2316.0,0.8809433244579689,MU,2928208,103.38,1227.755
Santanópolis (BA),963.0,735.0,0.7632398753894081,MU,2928307,67.87,1895.325
Santanópolis (BA),963.0,735.0,0.7632398753894081,MU,2928307,35.0,1895.325
Santanópolis (BA),963.0,735.0,0.7632398753894081,MU,2928307,90.26,1895.325
Santa Rita de Cássia (BA),2723.0,2167.0,0.795813441057657,MU,2928406,48.06,1530.94
Santa Rita de Cássia (BA),2723.0,2167.0,0.795813441057657,MU,2928406,32.0,1530.94
Santa Rita de Cássia (BA),2723.0,2167.0,0.795813441057657,MU,2928406,104.63,1530.94
Santa Terezinha (BA),1257.0,1094.0,0.8703261734287987,MU,2928505,70.43,1171.555
Santa Terezinha (BA),1257.0,1094.0,0.8703261734287987,MU,2928505,36.0,1171.555
Santa Terezinha (BA),1257.0,1094.0,0.8703261734287987,MU,2928505,93.6,1171.555
Santo Amaro (BA),7260.0,5781.0,0.7962809917355372,MU,2928604,62.71,1422.475
Santo Amaro (BA),7260.0,5781.0,0.7962809917355372,MU,2928604,37.0,1422.475
Santo Amaro (BA),7260.0,5781.0,0.7962809917355372,MU,2928604,89.0,1422.475
Santo Antônio de Jesus (BA),13001.0,11137.0,0.856626413352819,MU,2928703,42.93,2168.3450000000003
Santo Antônio de Jesus (BA),13001.0,11137.0,0.856626413352819,MU,2928703,34.0,2168.3450000000003
Santo Antônio de Jesus (BA),13001.0,11137.0,0.856626413352819,MU,2928703,87.47,2168.3450000000003
Santo Estêvão (BA),5312.0,4294.0,0.8083584337349398,MU,2928802,43.68,1913.645
Santo Estêvão (BA),5312.0,4294.0,0.8083584337349398,MU,2928802,32.0,1913.645
Santo Estêvão (BA),5312.0,4294.0,0.8083584337349398,MU,2928802,90.22,1913.645
São Desidério (BA),3016.0,2500.0,0.8289124668435013,MU,2928901,28.81,2887.615
São Desidério (BA),3016.0,2500.0,0.8289124668435013,MU,2928901,29.0,2887.615
São Desidério (BA),3016.0,2500.0,0.8289124668435013,MU,2928901,105.78,2887.615
São Domingos (BA),1165.0,1028.0,0.8824034334763948,MU,2928950,89.04,1120.94
São Domingos (BA),1165.0,1028.0,0.8824034334763948,MU,2928950,39.0,1120.94
São Domingos (BA),1165.0,1028.0,0.8824034334763948,MU,2928950,96.55,1120.94
São Félix (BA),1432.0,1153.0,0.8051675977653632,MU,2929008,58.85,1379.6999999999998
São Félix (BA),1432.0,1153.0,0.8051675977653632,MU,2929008,37.0,1379.6999999999998
São Félix (BA),1432.0,1153.0,0.8051675977653632,MU,2929008,91.39,1379.6999999999998
São Félix do Coribe (BA),1706.0,1436.0,0.8417350527549824,MU,2929057,43.17,1887.5149999999999
São Félix do Coribe (BA),1706.0,1436.0,0.8417350527549824,MU,2929057,33.0,1887.5149999999999
São Félix do Coribe (BA),1706.0,1436.0,0.8417350527549824,MU,2929057,99.66,1887.5149999999999
São Felipe (BA),2533.0,1874.0,0.7398341887090407,MU,2929107,67.11,1181.555
São Felipe (BA),2533.0,1874.0,0.7398341887090407,MU,2929107,37.0,1181.555
São Felipe (BA),2533.0,1874.0,0.7398341887090407,MU,2929107,95.33,1181.555
São Francisco do Conde (BA),4473.0,3560.0,0.7958864296892466,MU,2929206,34.24,1533.635
São Francisco do Conde (BA),4473.0,3560.0,0.7958864296892466,MU,2929206,33.0,1533.635
São Francisco do Conde (BA),4473.0,3560.0,0.7958864296892466,MU,2929206,88.68,1533.635
São Gabriel (BA),2102.0,1651.0,0.7854424357754519,MU,2929255,54.04,993.275
São Gabriel (BA),2102.0,1651.0,0.7854424357754519,MU,2929255,34.0,993.275
São Gabriel (BA),2102.0,1651.0,0.7854424357754519,MU,2929255,103.21,993.275
São Gonçalo dos Campos (BA),4226.0,3244.0,0.767628963558921,MU,2929305,42.89,2221.05
São Gonçalo dos Campos (BA),4226.0,3244.0,0.767628963558921,MU,2929305,34.0,2221.05
São Gonçalo dos Campos (BA),4226.0,3244.0,0.767628963558921,MU,2929305,89.41,2221.05
São José da Vitória (BA),677.0,556.0,0.8212703101920237,MU,2929354,57.7,1098.3400000000001
São José da Vitória (BA),677.0,556.0,0.8212703101920237,MU,2929354,35.0,1098.3400000000001
São José da Vitória (BA),677.0,556.0,0.8212703101920237,MU,2929354,101.55,1098.3400000000001
São José do Jacuípe (BA),1230.0,1080.0,0.8780487804878049,MU,2929370,58.94,1021.6600000000001
São José do Jacuípe (BA),1230.0,1080.0,0.8780487804878049,MU,2929370,35.0,1021.6600000000001
São José do Jacuípe (BA),1230.0,1080.0,0.8780487804878049,MU,2929370,97.92,1021.6600000000001
São Miguel das Matas (BA),1191.0,1003.0,0.8421494542401343,MU,2929404,66.4,1476.17
São Miguel das Matas (BA),1191.0,1003.0,0.8421494542401343,MU,2929404,36.0,1476.17
São Miguel das Matas (BA),1191.0,1003.0,0.8421494542401343,MU,2929404,99.92,1476.17
São Sebastião do Passé (BA),5476.0,4335.0,0.79163623082542,MU,2929503,53.5,1440.4850000000001
São Sebastião do Passé (BA),5476.0,4335.0,0.79163623082542,MU,2929503,36.0,1440.4850000000001
São Sebastião do Passé (BA),5476.0,4335.0,0.79163623082542,MU,2929503,89.93,1440.4850000000001
Sapeaçu (BA),1908.0,1470.0,0.7704402515723271,MU,2929602,57.53,1781.815
Sapeaçu (BA),1908.0,1470.0,0.7704402515723271,MU,2929602,35.0,1781.815
Sapeaçu (BA),1908.0,1470.0,0.7704402515723271,MU,2929602,93.13,1781.815
Sátiro Dias (BA),2002.0,1758.0,0.8781218781218781,MU,2929701,52.2,994.22
Sátiro Dias (BA),2002.0,1758.0,0.8781218781218781,MU,2929701,33.0,994.22
Sátiro Dias (BA),2002.0,1758.0,0.8781218781218781,MU,2929701,97.95,994.22
Saubara (BA),1741.0,1493.0,0.8575531303848363,MU,2929750,66.02,1528.26
Saubara (BA),1741.0,1493.0,0.8575531303848363,MU,2929750,38.0,1528.26
Saubara (BA),1741.0,1493.0,0.8575531303848363,MU,2929750,90.25,1528.26
Saúde (BA),1219.0,1090.0,0.8941755537325676,MU,2929800,72.02,1469.49
Saúde (BA),1219.0,1090.0,0.8941755537325676,MU,2929800,37.0,1469.49
Saúde (BA),1219.0,1090.0,0.8941755537325676,MU,2929800,95.41,1469.49
Seabra (BA),5211.0,4106.0,0.7879485703319901,MU,2929909,47.59,1593.55
Seabra (BA),5211.0,4106.0,0.7879485703319901,MU,2929909,32.0,1593.55
Seabra (BA),5211.0,4106.0,0.7879485703319901,MU,2929909,95.07,1593.55
Sebastião Laranjeiras (BA),1008.0,870.0,0.8630952380952381,MU,2930006,62.51,1070.92
Sebastião Laranjeiras (BA),1008.0,870.0,0.8630952380952381,MU,2930006,36.0,1070.92
Sebastião Laranjeiras (BA),1008.0,870.0,0.8630952380952381,MU,2930006,102.07,1070.92
Senhor do Bonfim (BA),8837.0,7445.0,0.8424804798008374,MU,2930105,54.47,1877.805
Senhor do Bonfim (BA),8837.0,7445.0,0.8424804798008374,MU,2930105,35.0,1877.805
Senhor do Bonfim (BA),8837.0,7445.0,0.8424804798008374,MU,2930105,91.57,1877.805
Serra do Ramalho (BA),3352.0,2838.0,0.8466587112171837,MU,2930154,36.93,1205.99
Serra do Ramalho (BA),3352.0,2838.0,0.8466587112171837,MU,2930154,30.0,1205.99
Serra do Ramalho (BA),3352.0,2838.0,0.8466587112171837,MU,2930154,103.11,1205.99
Sento Sé (BA),3556.0,2682.0,0.7542182227221598,MU,2930204,35.66,2084.59
Sento Sé (BA),3556.0,2682.0,0.7542182227221598,MU,2930204,30.0,2084.59
Sento Sé (BA),3556.0,2682.0,0.7542182227221598,MU,2930204,106.52,2084.59
Serra Dourada (BA),2009.0,1593.0,0.7929318068690892,MU,2930303,66.12,1592.225
Serra Dourada (BA),2009.0,1593.0,0.7929318068690892,MU,2930303,37.0,1592.225
Serra Dourada (BA),2009.0,1593.0,0.7929318068690892,MU,2930303,105.17,1592.225
Serra Preta (BA),1909.0,1329.0,0.6961760083813515,MU,2930402,77.29,975.375
Serra Preta (BA),1909.0,1329.0,0.6961760083813515,MU,2930402,36.0,975.375
Serra Preta (BA),1909.0,1329.0,0.6961760083813515,MU,2930402,93.44,975.375
Serrinha (BA),9317.0,7689.0,0.8252656434474617,MU,2930501,47.28,1769.865
Serrinha (BA),9317.0,7689.0,0.8252656434474617,MU,2930501,34.0,1769.865
Serrinha (BA),9317.0,7689.0,0.8252656434474617,MU,2930501,91.68,1769.865
Serrolândia (BA),1943.0,1661.0,0.8548636129696345,MU,2930600,67.3,1198.675
Serrolândia (BA),1943.0,1661.0,0.8548636129696345,MU,2930600,36.0,1198.675
Serrolândia (BA),1943.0,1661.0,0.8548636129696345,MU,2930600,95.33,1198.675
Simões Filho (BA),12848.0,11372.0,0.885118306351183,MU,2930709,34.87,1744.22
Simões Filho (BA),12848.0,11372.0,0.885118306351183,MU,2930709,33.0,1744.22
Simões Filho (BA),12848.0,11372.0,0.885118306351183,MU,2930709,90.45,1744.22
Sítio do Mato (BA),1195.0,868.0,0.7263598326359832,MU,2930758,31.67,1040.8
Sítio do Mato (BA),1195.0,868.0,0.7263598326359832,MU,2930758,29.0,1040.8
Sítio do Mato (BA),1195.0,868.0,0.7263598326359832,MU,2930758,105.68,1040.8
Sítio do Quinto (BA),1662.0,1329.0,0.7996389891696751,MU,2930766,71.61,1304.175
Sítio do Quinto (BA),1662.0,1329.0,0.7996389891696751,MU,2930766,35.0,1304.175
Sítio do Quinto (BA),1662.0,1329.0,0.7996389891696751,MU,2930766,102.98,1304.175
Sobradinho (BA),2747.0,2030.0,0.7389879868947943,MU,2930774,41.18,2066.6
Sobradinho (BA),2747.0,2030.0,0.7389879868947943,MU,2930774,31.0,2066.6
Sobradinho (BA),2747.0,2030.0,0.7389879868947943,MU,2930774,95.96,2066.6
Souto Soares (BA),1737.0,1294.0,0.7449625791594704,MU,2930808,44.76,822.6600000000001
Souto Soares (BA),1737.0,1294.0,0.7449625791594704,MU,2930808,31.0,822.6600000000001
Souto Soares (BA),1737.0,1294.0,0.7449625791594704,MU,2930808,99.63,822.6600000000001
Tabocas do Brejo Velho (BA),1337.0,1101.0,0.8234854151084517,MU,2930907,58.12,773.375
Tabocas do Brejo Velho (BA),1337.0,1101.0,0.8234854151084517,MU,2930907,34.0,773.375
Tabocas do Brejo Velho (BA),1337.0,1101.0,0.8234854151084517,MU,2930907,106.39,773.375
Tanhaçu (BA),2294.0,1895.0,0.8260680034873583,MU,2931004,69.65,728.535
Tanhaçu (BA),2294.0,1895.0,0.8260680034873583,MU,2931004,36.0,728.535
Tanhaçu (BA),2294.0,1895.0,0.8260680034873583,MU,2931004,100.63,728.535
Tanque Novo (BA),1713.0,1385.0,0.8085230589608874,MU,2931053,58.36,1394.7649999999999
Tanque Novo (BA),1713.0,1385.0,0.8085230589608874,MU,2931053,34.0,1394.7649999999999
Tanque Novo (BA),1713.0,1385.0,0.8085230589608874,MU,2931053,99.3,1394.7649999999999
Tanquinho (BA),819.0,598.0,0.7301587301587301,MU,2931103,72.38,1733.885
Tanquinho (BA),819.0,598.0,0.7301587301587301,MU,2931103,36.0,1733.885
Tanquinho (BA),819.0,598.0,0.7301587301587301,MU,2931103,94.48,1733.885
Taperoá (BA),2048.0,1644.0,0.802734375,MU,2931202,39.8,1048.795
Taperoá (BA),2048.0,1644.0,0.802734375,MU,2931202,32.0,1048.795
Taperoá (BA),2048.0,1644.0,0.802734375,MU,2931202,99.36,1048.795
Tapiramutá (BA),1528.0,1132.0,0.7408376963350786,MU,2931301,38.9,1107.33
Tapiramutá (BA),1528.0,1132.0,0.7408376963350786,MU,2931301,30.0,1107.33
Tapiramutá (BA),1528.0,1132.0,0.7408376963350786,MU,2931301,98.39,1107.33
Teixeira de Freitas (BA),17216.0,15276.0,0.887314126394052,MU,2931350,43.38,2267.975
Teixeira de Freitas (BA),17216.0,15276.0,0.887314126394052,MU,2931350,33.0,2267.975
Teixeira de Freitas (BA),17216.0,15276.0,0.887314126394052,MU,2931350,93.08,2267.975
Teodoro Sampaio (BA),865.0,690.0,0.7976878612716763,MU,2931400,76.43,1072.245
Teodoro Sampaio (BA),865.0,690.0,0.7976878612716763,MU,2931400,37.0,1072.245
Teodoro Sampaio (BA),865.0,690.0,0.7976878612716763,MU,2931400,93.42,1072.245
Teofilândia (BA),2366.0,1946.0,0.8224852071005917,MU,2931509,51.09,2171.075
Teofilândia (BA),2366.0,1946.0,0.8224852071005917,MU,2931509,33.0,2171.075
Teofilândia (BA),2366.0,1946.0,0.8224852071005917,MU,2931509,96.88,2171.075
Teolândia (BA),1573.0,1131.0,0.71900826446281,MU,2931608,37.35,1385.06
Teolândia (BA),1573.0,1131.0,0.71900826446281,MU,2931608,30.0,1385.06
Teolândia (BA),1573.0,1131.0,0.71900826446281,MU,2931608,105.77,1385.06
Terra Nova (BA),1273.0,962.0,0.755695208169678,MU,2931707,61.14,1007.3599999999999
Terra Nova (BA),1273.0,962.0,0.755695208169678,MU,2931707,36.0,1007.3599999999999
Terra Nova (BA),1273.0,962.0,0.755695208169678,MU,2931707,90.44,1007.3599999999999
Tremedal (BA),2061.0,1786.0,0.8665696263949539,MU,2931806,95.77,1223.185
Tremedal (BA),2061.0,1786.0,0.8665696263949539,MU,2931806,39.0,1223.185
Tremedal (BA),2061.0,1786.0,0.8665696263949539,MU,2931806,101.61,1223.185
Tucano (BA),5712.0,4645.0,0.8132002801120448,MU,2931905,61.55,1307.1399999999999
Tucano (BA),5712.0,4645.0,0.8132002801120448,MU,2931905,35.0,1307.1399999999999
Tucano (BA),5712.0,4645.0,0.8132002801120448,MU,2931905,98.23,1307.1399999999999
Uauá (BA),2989.0,2347.0,0.7852124456339913,MU,2932002,69.88,1610.6799999999998
Uauá (BA),2989.0,2347.0,0.7852124456339913,MU,2932002,37.0,1610.6799999999998
Uauá (BA),2989.0,2347.0,0.7852124456339913,MU,2932002,101.87,1610.6799999999998
Ubaíra (BA),2251.0,1884.0,0.836961350510884,MU,2932101,64.74,1357.9
Ubaíra (BA),2251.0,1884.0,0.836961350510884,MU,2932101,36.0,1357.9
Ubaíra (BA),2251.0,1884.0,0.836961350510884,MU,2932101,99.85,1357.9
Ubaitaba (BA),2243.0,1866.0,0.8319215336602764,MU,2932200,52.45,2476.3650000000002
Ubaitaba (BA),2243.0,1866.0,0.8319215336602764,MU,2932200,34.0,2476.3650000000002
Ubaitaba (BA),2243.0,1866.0,0.8319215336602764,MU,2932200,92.62,2476.3650000000002
Ubatã (BA),2083.0,1794.0,0.8612578012481997,MU,2932309,63.37,1411.185
Ubatã (BA),2083.0,1794.0,0.8612578012481997,MU,2932309,36.0,1411.185
Ubatã (BA),2083.0,1794.0,0.8612578012481997,MU,2932309,93.67,1411.185
Uibaí (BA),1695.0,1355.0,0.799410029498525,MU,2932408,68.54,1186.42
Uibaí (BA),1695.0,1355.0,0.799410029498525,MU,2932408,37.0,1186.42
Uibaí (BA),1695.0,1355.0,0.799410029498525,MU,2932408,102.23,1186.42
Umburanas (BA),1295.0,1043.0,0.8054054054054054,MU,2932457,38.84,684.385
Umburanas (BA),1295.0,1043.0,0.8054054054054054,MU,2932457,31.0,684.385
Umburanas (BA),1295.0,1043.0,0.8054054054054054,MU,2932457,104.16,684.385
Una (BA),2466.0,2056.0,0.8337388483373885,MU,2932507,60.14,1830.66
Una (BA),2466.0,2056.0,0.8337388483373885,MU,2932507,36.0,1830.66
Una (BA),2466.0,2056.0,0.8337388483373885,MU,2932507,100.43,1830.66
Urandi (BA),1616.0,1312.0,0.8118811881188119,MU,2932606,71.25,1937.805
Urandi (BA),1616.0,1312.0,0.8118811881188119,MU,2932606,36.0,1937.805
Urandi (BA),1616.0,1312.0,0.8118811881188119,MU,2932606,100.22,1937.805
Uruçuca (BA),2592.0,2135.0,0.8236882716049383,MU,2932705,48.83,1815.74
